time,open,high,low,close,volume,close_x
2022-01-02,3765.54,3857.44,3717.3,3828.27,154791.4263,47286.18
2022-01-03,3828.11,3853.09,3680.0,3765.89,236245.8586,46446.1
2022-01-04,3765.89,3900.73,3713.11,3785.11,288258.5549,45832.01
2022-01-05,3785.1,3848.0,3415.0,3540.63,397942.0363,43451.13
2022-01-06,3539.82,3550.43,3300.0,3406.81,496745.7413,43082.31
2022-01-07,3406.81,3416.76,3064.42,3199.24,669631.7262,41566.48
2022-01-08,3198.68,3250.0,3000.0,3080.95,400692.1061,41679.74
2022-01-09,3080.98,3211.72,3057.35,3151.97,275874.1643,41864.62
2022-01-10,3151.97,3185.0,2928.83,3082.68,529818.3866,41822.49
2022-01-11,3082.87,3263.54,3051.8,3239.72,362446.7087,42729.29
2022-01-12,3239.73,3411.43,3206.2,3371.26,370465.8015,43902.66
2022-01-13,3371.6,3410.0,3233.43,3240.61,336234.8799,42560.11
2022-01-14,3240.61,3342.79,3188.0,3307.42,285326.3505,43059.96
2022-01-15,3307.42,3371.64,3261.0,3326.04,203100.3778,43084.29
2022-01-16,3326.51,3393.6,3269.62,3346.88,210782.2277,43071.66
2022-01-17,3346.89,3357.57,3141.1,3209.67,284063.6548,42201.62
2022-01-18,3209.68,3243.87,3082.0,3159.85,299134.2728,42352.12
2022-01-19,3159.85,3174.87,3000.0,3084.02,332996.5703,41660.01
2022-01-20,3084.02,3273.37,2987.15,3001.48,357596.7062,40680.91
2022-01-21,3001.48,3034.12,2403.0,2568.15,1022021.70024,36445.31
2022-01-22,2567.47,2626.0,2300.0,2412.18,1081357.54893,35071.42
2022-01-23,2412.18,2556.78,2370.8,2539.01,580497.7613,36244.55
2022-01-24,2539.0,2539.75,2159.0,2439.29,1123134.70389,36660.35
2022-01-25,2439.56,2506.55,2348.96,2458.83,510152.954,36958.32
2022-01-26,2459.04,2722.0,2402.03,2462.99,806441.62289,36809.34
2022-01-27,2463.0,2521.0,2316.43,2424.25,599481.7159,37160.1
2022-01-28,2424.02,2558.98,2357.88,2544.99,485149.8065,37716.56
2022-01-29,2544.99,2636.66,2520.01,2601.43,376666.8246,38166.84
2022-01-30,2601.43,2640.0,2542.5,2601.68,290770.0859,37881.76
2022-01-31,2601.67,2706.77,2476.07,2686.94,444584.851,38466.9
2022-02-01,2686.94,2813.0,2673.52,2787.23,390034.27362,38694.59
2022-02-02,2787.48,2810.88,2612.72,2680.67,447852.1228,36896.36
2022-02-03,2680.25,2726.64,2576.05,2695.46,405043.3931,37311.61
2022-02-04,2695.21,2995.0,2671.4,2994.99,664002.9328,41574.25
2022-02-05,2994.99,3060.47,2958.01,3012.65,356803.3071,41382.59
2022-02-06,3012.64,3074.56,2950.21,3054.99,249394.5966,42380.87
2022-02-07,3055.0,3186.0,2991.8,3139.77,455070.2529,43839.99
2022-02-08,3139.77,3232.87,3025.21,3116.69,514773.5837,44042.99
2022-02-09,3116.69,3269.7,3055.0,3243.94,370267.8913,44372.72
2022-02-10,3243.6,3283.66,3056.74,3072.49,578212.8383,43495.44
2022-02-11,3072.36,3138.62,2879.0,2927.54,462025.8751,42373.73
2022-02-12,2927.54,2985.98,2858.3,2918.88,336250.3131,42217.87
2022-02-13,2918.58,2954.4,2836.7,2871.13,242751.3547,42053.66
2022-02-14,2871.14,2964.97,2829.01,2929.75,381778.238,42535.94
2022-02-15,2929.75,3196.19,2912.06,3183.52,448971.754,44544.86
2022-02-16,3183.53,3186.77,3044.03,3122.3,319997.6244,43873.56
2022-02-17,3122.31,3160.0,2851.55,2891.87,488693.2624,40515.7
2022-02-18,2891.88,2943.97,2750.0,2779.48,502977.4069,39974.44
2022-02-19,2779.3,2830.96,2694.45,2763.63,293838.0025,40079.17
2022-02-20,2763.63,2764.64,2576.0,2621.99,386384.904,38386.89
2022-02-21,2621.99,2759.51,2558.0,2568.02,761838.9858,37008.16
2022-02-22,2568.03,2665.74,2500.0,2636.29,692639.4942,38230.33
2022-02-23,2636.28,2753.55,2575.83,2579.71,504470.1412,37250.01
2022-02-24,2579.7,2740.0,2300.0,2596.2,1395732.7753,38327.21
2022-02-25,2596.26,2834.97,2571.72,2768.49,679394.1762,39219.17
2022-02-26,2768.05,2878.0,2727.5,2779.47,418485.2529,39116.72
2022-02-27,2779.47,2836.33,2557.98,2616.79,650198.7785,37699.07
2022-02-28,2616.79,2951.6,2568.62,2920.95,733794.4488,43160.0
2022-03-01,2920.83,3037.94,2854.09,2976.33,673901.6976,44421.2
2022-03-02,2976.33,3043.91,2914.21,2947.3,614623.7461,43892.98
2022-03-03,2947.31,2970.97,2785.0,2833.99,446192.2353,42454.0
2022-03-04,2834.0,2836.17,2573.0,2622.1,556178.7588,39148.66
2022-03-05,2622.11,2685.12,2589.38,2665.15,268730.3036,39397.96
2022-03-06,2665.16,2676.29,2535.0,2551.29,336487.9099,38420.81
2022-03-07,2551.3,2649.0,2445.0,2491.12,620171.6787,37988.0
2022-03-08,2491.12,2624.0,2480.15,2575.97,561659.7421,38730.63
2022-03-09,2575.98,2775.85,2567.7,2726.98,562771.7403,41941.71
2022-03-10,2726.98,2733.25,2550.27,2606.7,559029.9377,39422.0
2022-03-11,2606.69,2676.78,2522.57,2556.86,494583.6568,38729.57
2022-03-12,2556.86,2616.79,2553.39,2568.8,219236.5711,38807.36
2022-03-13,2568.8,2603.32,2493.0,2515.65,316942.1601,37777.34
2022-03-14,2515.66,2609.6,2498.67,2589.41,386630.1912,39671.37
2022-03-15,2589.42,2669.0,2507.0,2617.73,461202.3014,39280.33
2022-03-16,2617.74,2788.0,2603.38,2773.81,666224.7217,41114.0
2022-03-17,2773.8,2836.0,2746.42,2811.92,379312.541,40917.9
2022-03-18,2811.91,2984.0,2765.59,2938.92,556535.7966,41757.51
2022-03-19,2938.84,2987.7,2890.86,2950.84,325971.5398,42201.13
2022-03-20,2950.85,2964.17,2817.21,2861.38,377608.8214,41262.11
2022-03-21,2861.39,2960.57,2829.81,2890.03,450223.9073,41002.25
2022-03-22,2890.03,3052.85,2886.43,2969.64,564868.9839,42364.13
2022-03-23,2969.64,3045.2,2920.65,3036.0,453962.7298,42882.76
2022-03-24,3035.99,3129.11,2999.11,3110.76,577171.5239,43991.46
2022-03-25,3110.75,3193.28,3076.0,3102.14,489099.5572,44313.16
2022-03-26,3102.13,3153.2,3084.9,3145.0,207134.847,44511.27
2022-03-27,3145.01,3299.37,3126.02,3295.65,335467.4145,46827.76
2022-03-28,3295.65,3431.15,3275.01,3332.92,527237.1133,47122.21
2022-03-29,3332.91,3481.87,3329.68,3400.51,465899.8226,47434.8
2022-03-30,3400.51,3446.9,3331.84,3385.79,356082.5231,47067.99
2022-03-31,3385.8,3444.83,3261.35,3281.51,455091.2395,45510.34
2022-04-01,3281.51,3481.29,3210.68,3455.21,532169.2392,46283.49
2022-04-02,3455.2,3532.2,3433.14,3443.77,499893.29,45811.0
2022-04-03,3443.77,3580.34,3412.11,3521.91,381581.7683,46407.35
2022-04-04,3521.9,3547.0,3405.97,3519.5,449984.1586,46580.51
2022-04-05,3519.5,3555.0,3400.0,3406.99,397782.7437,45497.55
2022-04-06,3407.0,3407.5,3162.39,3168.51,736273.1047,43170.47
2022-04-07,3168.52,3268.98,3143.15,3227.19,458179.3272,43444.19
2022-04-08,3227.2,3314.02,3173.52,3192.39,502422.5048,42252.01
2022-04-09,3192.39,3268.4,3181.28,3258.57,212444.2566,42753.97
2022-04-10,3258.57,3307.22,3193.0,3203.04,232303.2326,42158.85
2022-04-11,3203.04,3213.63,2950.0,2979.74,693394.2912,39530.45
2022-04-12,2979.75,3085.0,2950.0,3027.66,579522.9505,40074.94
2022-04-13,3027.65,3128.97,2996.86,3118.28,419101.494,41147.79
2022-04-14,3118.28,3145.0,2976.3,3021.98,408382.5572,39942.38
2022-04-15,3021.98,3060.92,2993.13,3040.56,249626.2981,40551.9
2022-04-16,3040.57,3086.1,3010.03,3059.3,176352.4165,40378.71
2022-04-17,3059.3,3083.0,2981.7,2988.06,243772.074,39678.12
2022-04-18,2988.07,3069.6,2883.22,3055.56,510251.6536,40801.13
2022-04-19,3055.56,3131.0,3030.34,3101.77,359375.0038,41493.18
2022-04-20,3101.74,3166.5,3036.45,3076.04,415000.0685,41358.19
2022-04-21,3076.03,3180.0,2942.31,2983.58,562699.697,40480.01
2022-04-22,2983.57,3034.32,2930.35,2962.39,452433.082,39709.18
2022-04-23,2962.39,2978.03,2913.89,2933.03,187576.7324,39441.6
2022-04-24,2933.04,2967.06,2912.09,2921.0,218957.0222,39450.13
2022-04-25,2920.99,3025.65,2797.01,3006.62,619198.3616,40426.08
2022-04-26,3006.63,3039.54,2767.0,2809.67,531184.3504,38112.65
2022-04-27,2809.68,2919.87,2794.46,2888.96,488951.2416,39235.72
2022-04-28,2888.95,2980.0,2853.83,2936.93,537392.9978,39742.07
2022-04-29,2936.92,2946.46,2776.63,2817.13,525978.147,38596.11
2022-04-30,2817.13,2841.63,2709.26,2726.66,367757.2469,37630.8
2022-05-01,2726.67,2849.9,2716.13,2824.81,442544.8792,38468.35
2022-05-02,2824.81,2894.22,2778.78,2856.54,521706.8567,38525.16
2022-05-03,2856.54,2861.47,2755.19,2781.7,371331.1796,37728.95
2022-05-04,2781.7,2965.85,2771.74,2940.64,548738.0668,39690.0
2022-05-05,2940.65,2954.65,2683.0,2747.97,734845.3194,36552.97
2022-05-06,2747.96,2758.18,2632.95,2692.85,711449.3234,36013.77
2022-05-07,2692.86,2704.36,2584.75,2635.34,371271.4532,35472.39
2022-05-08,2635.35,2642.0,2484.0,2519.71,757615.3415,34038.4
2022-05-09,2519.71,2530.78,2225.0,2228.55,1574924.9793,30076.31
2022-05-10,2229.0,2457.34,2200.0,2342.05,1550626.1387,31017.1
2022-05-11,2342.04,2451.37,2005.0,2084.99,2022864.83806,29103.94
2022-05-12,2084.99,2195.0,1800.0,1960.22,2305192.90836,29029.75
2022-05-13,1960.22,2147.54,1940.23,2009.69,1134042.3387,29287.05
2022-05-14,2009.69,2070.06,1951.21,2056.48,563788.3078,30086.74
2022-05-15,2056.47,2167.0,2000.68,2145.29,514398.2587,31328.89
2022-05-16,2145.29,2145.29,1979.12,2023.66,822070.8531,29874.01
2022-05-17,2023.66,2122.42,2008.0,2090.72,568249.0448,30444.93
2022-05-18,2090.72,2110.72,1908.0,1915.11,631577.2341,28715.32
2022-05-19,1915.11,2040.39,1903.18,2019.55,741476.9794,30319.23
2022-05-20,2019.55,2064.0,1923.0,1959.08,576981.5371,29201.01
2022-05-21,1959.08,1990.86,1937.36,1975.07,238869.7632,29445.06
2022-05-22,1975.06,2056.41,1966.33,2043.19,355735.1927,30293.94
2022-05-23,2043.19,2088.5,1957.12,1973.32,636085.0224,29109.15
2022-05-24,1973.33,1993.83,1913.02,1979.41,534096.972,29654.58
2022-05-25,1979.4,2022.34,1934.61,1942.63,524786.3091,29542.15
2022-05-26,1942.64,1966.01,1735.0,1792.23,1168740.57514,29201.35
2022-05-27,1792.24,1822.26,1703.0,1727.27,1296693.28537,28629.8
2022-05-28,1727.26,1808.98,1722.26,1792.22,558271.1818,29031.33
2022-05-29,1792.21,1827.4,1759.96,1813.64,432430.611,29468.1
2022-05-30,1813.64,2013.0,1803.18,1998.78,814922.8359,31734.22
2022-05-31,1998.78,2016.45,1925.0,1941.9,751103.4226,31801.04
2022-06-01,1941.9,1972.58,1763.75,1817.95,1037841.2706,29805.83
2022-06-02,1817.96,1853.05,1782.42,1834.08,788784.4017,30452.62
2022-06-03,1834.09,1843.91,1737.0,1775.12,741282.5346,29700.21
2022-06-04,1775.13,1816.0,1748.43,1804.58,388279.4579,29864.04
2022-06-05,1804.58,1830.17,1773.05,1806.23,371974.5061,29919.21
2022-06-06,1806.22,1920.0,1804.35,1859.84,804250.3567,31373.1
2022-06-07,1859.84,1874.98,1725.13,1813.33,1397598.2288,31125.33
2022-06-08,1813.33,1838.77,1765.28,1791.88,941510.1373,30204.77
2022-06-09,1791.88,1833.0,1777.33,1788.81,535310.9618,30109.93
2022-06-10,1788.8,1804.32,1655.93,1662.91,955035.79239,29091.88
2022-06-11,1662.91,1682.21,1496.74,1532.89,1220325.2542,28424.7
2022-06-12,1532.89,1547.0,1423.0,1434.84,1563225.37018,26574.53
2022-06-13,1434.84,1455.0,1165.45,1209.82,3626351.66536,22487.41
2022-06-14,1209.35,1268.45,1075.8,1208.9,2716493.80131,22136.41
2022-06-15,1208.9,1250.0,1014.4,1237.52,3114823.13621,22583.72
2022-06-16,1237.53,1257.85,1051.55,1068.5,1447386.8304,20401.31
2022-06-17,1068.5,1118.0,1051.11,1086.94,1220677.9491,20468.81
2022-06-18,1086.93,1097.58,881.56,995.13,2308983.5187,18970.79
2022-06-19,995.12,1158.62,936.15,1128.53,2018599.4499,20574.0
2022-06-20,1128.53,1170.0,1053.0,1128.24,1721772.9132,20573.89
2022-06-21,1128.24,1194.0,1109.23,1125.85,1306095.3757,20723.52
2022-06-22,1125.86,1127.33,1043.65,1050.19,1306959.8593,19987.99
2022-06-23,1050.19,1155.0,1045.3,1144.72,1278257.0899,21110.13
2022-06-24,1144.71,1245.43,1132.0,1225.02,1337137.483,21237.69
2022-06-25,1225.02,1256.77,1180.0,1242.36,861986.6177,21491.19
2022-06-26,1242.31,1280.0,1194.6,1197.79,884184.273,21038.07
2022-06-27,1197.79,1238.93,1172.49,1192.51,868734.2061,20742.56
2022-06-28,1192.51,1237.99,1136.32,1144.05,1104065.2211,20281.29
2022-06-29,1144.05,1156.8,1087.42,1100.21,1295517.796,20123.01
2022-06-30,1100.21,1106.62,998.0,1071.01,1420670.3656,19942.21
2022-07-01,1071.02,1117.0,1033.44,1059.73,1562255.1439,19279.8
2022-07-02,1059.73,1078.88,1028.29,1067.01,714812.0804,19252.81
2022-07-03,1067.01,1088.34,1040.78,1074.26,644746.3337,19315.83
2022-07-04,1074.26,1160.9,1045.37,1151.0,1150108.9861,20236.71
2022-07-05,1151.01,1174.9,1076.34,1132.5,1398961.4495,20175.83
2022-07-06,1132.51,1205.0,1111.44,1186.57,1211768.0757,20564.51
2022-07-07,1186.57,1254.29,1163.18,1237.49,1001316.079,21624.98
2022-07-08,1237.49,1276.46,1193.15,1214.04,1189518.3631,21594.75
2022-07-09,1214.03,1235.4,1204.67,1217.02,576337.1809,21591.83
2022-07-10,1217.02,1219.95,1153.0,1168.36,1018038.6506,20862.47
2022-07-11,1168.37,1171.29,1091.71,1096.4,1201652.3048,19963.61
2022-07-12,1096.37,1098.26,1033.46,1038.58,1261349.6321,19328.75
2022-07-13,1038.58,1119.18,1006.32,1115.0,2035605.8299,20234.87
2022-07-14,1115.01,1214.65,1072.11,1193.42,1605101.9262,20588.84
2022-07-15,1193.42,1287.82,1181.05,1231.25,1466037.2584,20830.04
2022-07-16,1231.25,1422.91,1191.23,1355.85,1493809.9226,21195.6
2022-07-17,1355.84,1387.0,1319.04,1338.65,1246202.8795,20798.16
2022-07-18,1338.65,1597.47,1336.07,1581.04,2029918.76521,22432.58
2022-07-19,1581.03,1631.0,1493.11,1542.32,1846048.6816,23396.62
2022-07-20,1542.33,1620.4,1484.23,1521.58,1351177.4247,23223.3
2022-07-21,1521.63,1605.98,1463.56,1575.45,1247327.4963,23152.19
2022-07-22,1575.45,1650.05,1516.11,1535.27,1170723.0873,22684.83
2022-07-23,1535.27,1596.51,1488.0,1548.67,851284.7339,22451.07
2022-07-24,1548.66,1664.34,1545.67,1597.7,1009935.8997,22579.68
2022-07-25,1597.7,1609.55,1435.58,1440.79,1418390.9809,21310.9
2022-07-26,1440.79,1454.11,1356.17,1449.12,1199643.7408,21254.67
2022-07-27,1449.12,1644.44,1420.83,1635.74,1513426.0413,22952.45
2022-07-28,1635.74,1784.79,1593.27,1724.52,1578145.07555,23842.93
2022-07-29,1724.52,1765.99,1655.02,1721.68,1205266.5703,23773.75
2022-07-30,1721.68,1744.85,1673.01,1697.0,735132.5286,23643.51
2022-07-31,1697.0,1754.69,1666.0,1678.12,696326.8079,23293.32
2022-08-01,1678.12,1704.68,1606.12,1630.28,801566.5648,23268.01
2022-08-02,1630.28,1678.0,1559.28,1630.91,1081964.5104,22987.79
2022-08-03,1630.91,1685.03,1589.71,1618.16,777724.7413,22818.37
2022-08-04,1618.16,1662.79,1580.39,1607.96,735552.181,22622.98
2022-08-05,1607.97,1742.07,1605.64,1736.81,1005846.4712,23312.42
2022-08-06,1736.81,1749.93,1685.26,1690.6,523314.6444,22954.21
2022-08-07,1690.6,1729.79,1668.0,1700.19,439904.764,23174.39
2022-08-08,1700.2,1818.0,1693.87,1777.05,781620.5443,23810.0
2022-08-09,1777.05,1790.83,1667.93,1702.76,818171.1019,23149.95
2022-08-10,1702.76,1885.0,1656.78,1853.57,1317767.5127,23954.05
2022-08-11,1853.58,1942.0,1850.32,1880.19,1105261.9009,23934.39
2022-08-12,1880.19,1964.71,1853.06,1958.28,717628.1015,24403.68
2022-08-13,1958.28,2020.0,1946.5,1983.55,695876.0293,24441.38
2022-08-14,1983.55,2030.0,1906.0,1935.31,569583.4852,24305.24
2022-08-15,1935.32,2012.47,1872.31,1899.06,949162.3305,24094.82
2022-08-16,1899.05,1915.0,1853.0,1876.67,622729.1499,23854.74
2022-08-17,1876.67,1959.43,1818.74,1834.25,951824.8975,23342.66
2022-08-18,1834.24,1882.37,1821.25,1846.39,606254.024,23191.2
2022-08-19,1846.39,1848.0,1602.37,1609.01,1419826.9515,20834.39
2022-08-20,1609.0,1657.08,1523.67,1576.04,914615.9226,21140.07
2022-08-21,1576.03,1646.52,1562.34,1618.13,780662.6062,21515.61
2022-08-22,1618.13,1629.72,1529.92,1624.66,941192.8954,21399.83
2022-08-23,1624.65,1676.07,1563.76,1665.41,940246.932,21529.12
2022-08-24,1665.4,1694.13,1604.92,1656.56,744667.6078,21368.08
2022-08-25,1656.56,1722.0,1653.68,1695.11,603090.713,21559.04
2022-08-26,1695.11,1706.45,1486.85,1508.18,1149912.8292,20241.05
2022-08-27,1508.18,1518.42,1447.52,1491.06,756136.6768,20037.6
2022-08-28,1491.06,1511.0,1424.0,1426.76,544846.4486,19555.61
2022-08-29,1426.76,1559.99,1422.08,1551.8,826252.0831,20285.73
2022-08-30,1551.79,1606.13,1473.61,1524.59,1003075.0172,19811.66
2022-08-31,1524.59,1619.78,1524.59,1554.1,949227.6775,20050.02
2022-09-01,1554.11,1599.0,1512.77,1586.16,728710.482,20131.46
2022-09-02,1586.17,1650.0,1546.41,1575.35,919009.6598,19951.86
2022-09-03,1575.35,1582.71,1534.28,1557.46,321397.2189,19831.9
2022-09-04,1557.45,1583.66,1540.66,1579.28,296591.1166,20000.3
2022-09-05,1579.29,1631.99,1556.56,1617.8,503492.937,19796.84
2022-09-06,1617.8,1687.4,1555.0,1559.01,1010722.8578,18790.61
2022-09-07,1559.01,1657.5,1490.66,1630.0,850991.4243,19292.84
